,Questions,"Responsible (0-Operator, 1-AI Agent)"
,"Kridit karta olgan edim. uni qanday maqsadlarda foydalanishim mumkin. magazin yoki bowqa narsalar uchun terminaldan toʻlashim mumkinmi, imtiyozli davr amal qiladimi",0
,"Men xozi to'lov amalga oshirdim,Lekin xali xam turibti qarzdorlik",0
,"Humo plastik kartamdi 777020098,Shu raqamga oʻzgartrmoqchi edim",0
,Vertual karta ochmoqchi edim,0
,Kartani blokda chiqarish kerak,1
,Kriditniy kartamni o‘chirvorsak bo‘ladimi,0
,"Онлайн кредитим бор эди,Онлайн счетимга пул тушланган 1 сентябрда ечиши керак эди,Нега халигача ечилмаяпти",0
,Фоиз хисоблайсила просрочкага чикарасила,0
,Ечволилар сроги утмасдан,0
,"Ман етарли пул тулаганман,Сила ечволмадила вақтида,Проводкани тўғрилаб куйилар",0
,"Ошиқчаси билан бор мани счетимда,1257 минг сентябр ойи учун эли",0
,Тўғрилаб қуйилар бумаса тегишли жойга арз қиламан,0
,Хуп ман байрамдан олдин тулаганман пулни,0
,"Тизимни ўзи автомат ишласа ходим нимага керак,Робот вазифасини тизим бажарса",0
,"Хизмат сифати нолга тенг экан,Бошлиғила билан гаплашаман",0
,Тизим автомат жавоб берадику,0
,Ассалом алейкум. Кредитим тўлов ҳақида маълумот олмоқчи эдим. Жорий ой тўланганми йўқ? Иловада кўрсатмаяпти,0
,ха ойлик тушмай қолдида байрам олди,0
,Assalamu aleykum SQB Plastic kartam bloklangan deyabdi ochib bering iltimos,0
,Kartam blakrofka boʻlib qolibdi qanday ochsam boʻladi,0
,Pin kodni notoʻgʻri kiritgan edim,0
,Onlayn iloji yoʻqmi,0
,Kartadan kartaga ham oʻtkazma amalga oshirishni iloji yoʻqmi bu holatda,0
,Virtual kartani ochirish uchun nima qilish zarur,0
,Karta qoshilgandan so'ng uni qanday o'chirib tashlash mumkin,0
,Kredit to'lovim boycha ma'lumot olishim kerak,0
,Master cardimga 104$ tushishi kerak edi 26 avgustda yuborilgan xali tushmabdi,0
,Виза картадан пулни ечиб олиб бўлмаяпти,0
,VISA Classic карта очилган,0
,мана шундай хатолик беряпти,0
,Пулни виза картадан онлайн ечиб оляпман,0
,"ман нақд қилмайман,чет элга пул ўтказишим керак",0
,Sms habarnoma yoqib berin,1
,Qando aktivlashtiradi?,0
,Shu kartammi ulashim keregidi sms habarnoma,0
,Visa kartani qo'limga osam boladimi? Qaysi filialga borsam berishadi?,0
,Humoni Izmenit Pin qsam ilovadan otvorvotti? Texnik nosozlikmi?,0
,Tolov nega amalga oshmayati,0
,"Mikrqarz omoqchi edim,Rasmiy daromadim bor",1
,SQB plastigim yoq shunga progammadan zayavka berolmayapman,0
,Javob berasizmi ?,1
,Telefon qilib tushomayaman straxovoy kompaniyaga. Ariza qabul qilindimi korib berolislami,0
,"Telefon qilib tushomadim zanyt,Qanaqa boglansa boladi",0
,17798317 arizamga javob kelmayapti,0
,Shuni ko’rib beringlar iltimos,0
,"Bankga borsam, mastercarddan dollar yechib olish imkoni boʻladimi?",0
,2 soatdan beri telefon orqali bogʻlana olmayapman,0
,"Iltimos shunin etvoring, yo boʻladi yo boʻlmaydi",0
,"O'z o'zini band qilgan shaxslarga biznesga birinchi qadam 1"" ishlayaptimi?",1
,Ha 1 ishlamedimi bo'ldimi?,0
,"Biznesga birinchi qadam 2 qande olse bo'ladi?,Olish qiyin emasmi",1
,Virtual humo karta Dasturda kornmayapti lekn sms keldi ochildi db,0
,Kredit omoqchiman,1
,"Kartan bloklandi,Ishlatib bulmayopti",0
,Eski raqamimga ulangandi SMS xizmati kartani SMS xizmati night yangi raqamga ulamoqchi bolgandim bank xodimlari karta bloklangan deyishdi tekshirib berolasizmi,0
,Blokmi blokmasmi shuni bilip berolasismi,0
,Bank tomonidan blok qilishmaganmi,0
,Eski raqamimdaedi uraqamim uchip ketti,0
,Virtual ochilgan karta qanchada ochiladi,0
,Dasturda kornmayapti lekn sms keldi ochildi db,0
,Vertikal humo kartda ulash kerak,0
,"Koʻrinmayabdi yu,Joyda ilovasida",0
,Ман паспортимми ўзгартирувдимде ўшанга этиб қўймадим,0
,"Кредитт микрокредитти тўлаб бўлиб эсимга тушдиде,Тўгрилаб қўелисилами",0
,Ўшани билиб беролисизми ўттими ёки йўқми,0
,Хўп ман тўлаворган кредит тўловим бўйича маълумот беролисии,0
,Август ойида бошқа кпедитти пулини техник сабабларига кўра бошқасига ўтказворимман ўшанга бу ой ўшасуммани камроқ тўлисиз дийишганди банк ходимлари,0
,salom mening SQB bankdan mudato otgan qarizdorligim yoqmi,0
,Виртуал картани картадарим қаторига қўша олмаяпман,0
,Meninsentiyabr oyiga tolovim bor edi,0
,Aftamatski yechadigon qilib qoying xaligacha tolov yechilmayati,0
,"Men tushunmayamanda,Joriy bu oyga tolovingiz 00 deyati",0
,Shuni menga tushuntiring qanday tolov amalga oshiraman,0
,Qisqa telefon raqamingizni yozing aperatorlarnikini,0
,Nega kopaydi sababi bormi,0
,Menga xechqanday to'lov qoshilmaydi deyishkan,0
,Men tolov qilishka qarakat qilganman meni aybim bilan bolmagan,0
,Nefa qoshimcha pul tolashim kerak,0
,Kechirasz men xozir kiritidimni tulagandim,0
,Hammasi tulandimi yoqmi shuni bilmoqchi edim,0
,"Мени пластигим негадир блокланиб колди?,Шунга нима килсам булади,",0
,Menga kartamda pul yechish kerak,0
,Qaysi bank borsam boladi,0
,Tegishli Andijon da banklarni laqasasini tasha bera olasizmi,0
,Joyda ilovasida korsatmayapdi qasi joylar da banklar bor qasi joyda bankamatlar bor nima uchun,0
,Sqb bank viza kartasiga bogʻlangan noʻmerni. Qanaqa qlip boshqa noʻmerga oʻtkazsam boʻladi,0
,Yangi noʻmerimni viza kartamga bogʻlay olmayapman,0
,Ha . Demak faqat bank orqali oʻzgartira olaman ?. Shunaqami ?,0
,Bow ofisilardi nomeri nechi,0
,Bow ofisni nomeri kerak,0
,Plastik raqamimni ulamoqchi edim,0
,Men kartega pul tasheyman deb shotimga tashlab yubordim,0
,Mana shu raqamga plastik ulangan edi shuni qaytadan shu raqamga sms xabarnoma ulash kerak,0
,Karta qoshmoqchi bosam sms xabarnoma qilmagansiz deyabdi,0
,Bu plastikni ulab bomaydimi endi,0
,Mana shu raqamga plastik ulangan edi shuni qaytadan shu raqamga sms xabarnoma ulash kerak,0
,Bankilani qaysi filiyali ochu toshkenda bugun ishlidimi yomi,0
,Ish kunimi bugun silada,0
,Sqb dan ipoteka birlamchi kredit olayotgan edim,0
,Uyga taqiq qo'ydirishga natariusga yuborishdi.3 kundan buyon juda ko'p natariusga bordim ular bu taqiqni bank qo'yib beradi deyapdi,0
,Shu uyga taqiqni kim qo'yib berishi kerak bankmi yoki natariusmi,0
,ASSALOM men kridit olib muddatidan oldin yopgandim sugurta puli 70 foiz qaytarilar ekan qanday qaytarsam buladim,0
,Ana shuni bilmayapmanda shu bankimizni sugurtasi Sqb,0
,Joyda ilovasi orqali +998979299998 bilan Oz kabinetimga kira ololmayapman,0
,Parolni soraamadan boshqatan royxatdan otish chiqyapti,0
,Nomerimni tersam boshqatan royxatdan otish chiqyapti,0
,Oldin royxatdan otgan bolsamchi?,0
,Shu nomer bilan royxatdan utgan edim,0
,Boshqatan ochdim,0
,Olgan onlayn miroqarzlarimni yopdim nega hali ham oʻchib ketmayapti joyda ilovasida koʻrinib turibdi,0
,Мен онлине кредит олгани ариза берганимга узок муддат булди жавоб келмади,0
,"Мени виза кредит картам бор,Картага пул утказмокчи буляпсан лекин бошка карталардан утказиб булмаяпти нега",0
,"Мен вертувал карта очгандим,Смс хабарнома уланмаган девоти",0
,Men vertualni krtaga ariza bergan edim,0
,Karta bermayabdi,0
,"Ancha kun buldi,Yana ariza beraman desam sizda surov mavjud deyabdi",0
,"joriy oy uchun tavsiya etilgan to'lov 0 ekan,bu oy kredit to'laymanmi yoqmi,shuni tushunmay qoldim",0
,shuni tekshirib bersangiz xursand bo'lardim,0
,Kredit karta ariza bergandim javob kelmadi.,0
,Plastigik kartam bloklanib qolgan uydagila xato terib yuborgan shuni ochmoqchidim,0
,Ассаламу алейкум яхшимисиз. Мен 3 Кун олдин Москвадан пул ташаттирудим картамга. Лекин хали тушмади,0
,Кредит ечиб олмаяпти,0
,Plastik kartamga sms ulanmagan chiqotdi ulab bersalaring,0
,"yangi tel olgandim shunga joyida ilovasini ocholmayaman, kredit tolashim kk edi",0
,Meni ish haqqi kartam uz uzidan blok bulib qoldi,0
,Ijobiy hal etib berishingizni kutyapman,0
,Nima sababdan bloklangan,0
,1 sentyabr Joyda ilovasidan kapitalbank uzcardimdan sqb visa kartamga pul utkazdim,0
,End8 nma boladi,0
,"Qaerdan aloqaga chiqaslar,Telegrammi telefonmi",0
,"Qanchada korib chiqadi,Tezroq pul kerak,",0
,1 sentabrda tolov kuni edi haliyam pul yechilmadi kargamdan,0
,"3 kun otib ketti tolov kunidan, jarima kechiktirilgan kungayam ortiqcha tolov boladm endi",0
,Avtomatik yechi b olinmidm?,0
,Tavsiga etilgan summaga bossam 0 korsatvottyu,0
,Jalvaldagi tolovdan bowqa summa tolamimanm endi,0
,Assalomu aleykum men online mikroqarzga ariza bergandim tasdiqlandi Lekin Hali kartamga tushmadi,0
,plastik kartamni blokdan chiqarmoqchiman,0
,Asalomalekum joyda ilovasi orqali online kredit olomayama shuni ko'rib bersela dudim,0
,O'zimi kartami qo'shsam shunaqa bo'voti,0
,"Siz ariza obqololismi kartaga,Man ochmoxchiman karta siladan",0
,Kegin shu virtual karta orqali mikroqarz osam boladimi,0
,Men kiridit olgan edim hozirda kridit holatim bu oy toʻlashim kerak boʻlgan summani bila olmayabman,0
,Hozirgi holati qanaqa kriditimni,0
,Oʻtgan oy ortiqcha summa qoldi keyingi oy shu summaga qoʻshib toʻlaysiz degandi,0
,Shu pul kriditga olinadimi,0
,Unda nega jadval boʻyicha toʻlovga kirsam sentyabr emas oktyabr chiqyabdi,0
,Jadval boʻyicha toʻlovga krsam tavsiya qilingan summa yoʻq,0
,Hisoblangan degan summa qanday summa,0
,bu nega tasdiqlangan tushmayapti,0
,Shuni atkaz qilishni iloji bormi,0
,Joyda Ilovasin yuklab bo‘lmayapti,0
,Akkountga kirish imkoniyati bo‘lmayapti,0
,VISA kartani ilovaga ulab bolmayapti,0
,Yana qaysi ilovaga ulasa boladi visa kartani,0
,Ракамимга клик оркали уланди лекин хисоб ракам коринмаяпти,0
,Смс тарзида. Кликимга пул уткан хакида смс келди лекин шотим 0 0,0
,Клик номер алмаштирсам смс ишлаяпти тушкан пул коринмаяпти,0
,Telfon nomerila borm ?,1
,Assalomu aleykum men online mikroqarzga ariza bergandim tasdiqlandi Lekin Hali kartamga tushmadi,0
,"Plastigimdan pul yechib ketayabdi,Nimagadir ulanin qogan,Oshani uzub bering",0
,Keyin blok xotga kelsa oylig tushmaydimi,0
,Plastigimdan pul yechib ketayabdi,0
,Nimagadir ulanin qogan,0
,Plastigim nimagadir ulanib qolgan,0
,Nimaga man joyda ilovasidan kredit ololmayapman,0
,1 oy avval kredit skoring natijam 55mln edi hozir esa 40mln ammo men 60mln kredit olmoqchiman iloji bormi,0
,"Nega kreditskoring natijam tushib ketgan,Sabablari keltirib utishingizni surayman",0
,Kafel orqali 60mln kredit olsam buladimi filiallarizdab,0
,Ассаламу алейкум ман силадан 10 млн кредит оганма кредитный карта орқали,0
,Манга смс кебти 1.138.505. сум отқзин дб,0
,Шунда қанча муддат толима бу кредитни? Ойма ой толидган босам?,0
,Assalom alekum yangi ochilgan YATT lar uchun qanday imtiyozli kreditlar mavjud,0
,Man 800 million olmoqchi edim garov bilan,0
,Shunda endi faolyatini boshlagan yakka tartibdagi tadbirkor ham ololadi shunaqami?,0
,"мени карталарим уртасидаги иккита переводим утди, лекин нариги картамга пул тушмади",0
,Ish joyim yuq paspurtni zalogga quyib kredet olsam buladimi 6000000,0
,"Пластик кодланган?Очиш керак,Хумо",0
,Жойда иловасини учириб кайтиб тиклайми,0
,Asalomu aleykum online kredit olgandim shu kreditdan bosib olindimi yoni bilolmayapman,0
,Har oyni 1 sanasida bosib olish kerak edi shuni bilib bering 1 sentabr xolati boyicha bosib oldimi,0
,Ha shunda menga penya toloviniham tolaymanmi,0
,"Пластик блокланган,Очиш керак",0
,"Men omanat oshgan edim 22%lik,Pul zarur bolgani sababli pulning bir qismini olib foydananay desam pul yeshilmayabdi",0
,Bankga murajaot qilsam syaz yoq deyabdi,0
,"Turmush ortagimni kartasiga yeshsam boladimi,NBU bank kartasi",0
,Tekshiruv tugamadmi?,0
,"Agar kartadan kartaga pul otqazmoqchi bosam otmavoti,Qotb turbti,Nmadan boladi ?",0
,Qachonki texnik ishla tugagandan ken pul yecsam o'tadmi ?,0
,Xozir pul otmayapti kartadan kartaga,0
,Разблокировать карту ni bosanimdan song chiqayotgan xato,0
,Kartani ozi ishlamavotmi shunda ?,0
,Nega pul otqaza olmayapman ?,0
,Mening bank kartam blokka tushib qolgan ochib bera olasizlarmi,0
,"Kredit karta uludm,Karta bloklanb qoldmi bilmadim korb berin",0
,Man karta zakas qilmoqchi edim,0
,To‘lov qilishni iloji bo‘lmadi,0
,Salom meni plastik kartam Blok holatikga tushib qolgan Nimaga Nima sababdan ?Qande ochsam bóladi,0
,Nega unda Blok holatida deb yozib chiqyabdi,0
,"Ótdim identifikatsyadan ,Endi Nima qile",0
,Plastik pinkodga tushib qoldi nima qilishimiz kerak,0
,Ассалому алейкум пластик блокланган очиш керак,0
,"Телни очишга парол терасизку,Шунга ухшаш",0
,Кайси ракамни терай,0
,Kartamga pul otirolmay otiribman,0
,1 soat divotti 1 sottan otdi,0
,Meni nomerime sms xabarnoma xizmetin jalgap bere alasizba,0
,Nima sababdan bloklangan bo'ladi? Screenshot ko'rindimi sizga?,0
,"Uzcard kartamni ishlatolmayabman bugundan shunday bo'lib qolibdi,Javobni osonlashtiring",0
,Kirib bo'lmayapti u havolaga,0
,"Karta bank tomonidan bloklandi. Iltimos, bankingizga murojaat qiling",0
,U havolaga kirmayapdida,0
,Boshqa yo'li bormi,0
,"Tasdiqlash joyi qayerda,Screen qilib yuborolasizmi o’sha joyini",0
,"Tushunib turibman nima qilishni,Rasmga olib tashlasam sizga ko’rinadimi?",0
,Salampay ilovasida chiqmayapti ekan,0
,Kartam blok bolib qoldi Kod xato terilganligi sababli,0
,Joyda ilovasidan telefon raqamga tólov qilgandim adashib boshqa raqamga tashlab quyibman,0
,Endi qanaqib utaman,0
,"Menda utgan mijoz kurinib turiptiku,Tekshirib bering",0
,Tekshirib bering,0
,Sms xabarni yoqib bering,0
,Qanaqa raqam? Telfon raqam? Karta raqam?,0
,Kredit kartani 30 milyon limiti bor edi uni birdaniga 1 oy ichida hammasini naqd pul qilib yechib oldik endi oylik to‘lovi qanaqa bo‘ladi har oy qanday summada to‘lanadi,0
,Limitni qayta olishni ilojisi bormi,0
,"Ha o‘zlari ishda antina chiqmaydi u yerda uncha,Shuni so‘rashimni iltimos qilgandi",0
,Sizlarni ham ertalabdan beri zeriktirdim tushintiraolmay,0
,Qancha bo‘ladi juda ko‘pmasmi,0
,Ha yana bitta savol 10% deganiz 3 238 mingdan qancha kamayadi 1 milyon kamayadimi,0
,Jadvalni tashashni ilojisi bormi,0
,Pasportlarini rasmni tashlayman,0
,Demak hamma bankda kredit karta har hil ekanda avval Agrobankdan olgandik 20 milyon pylni birdaniga yechkizganmiz oyiga 1 milyondan oshiq summa to‘lardik shunga bu kredit karta ham shunaqa deb o‘ylabmiz men birdaniga yechkizdiribman rahmat sizlarga yordamiz uchun.,0
,Joyida ilovasidan savolim bor,0
,Overdraft nimalogi haqida malimot kerak,1
,Kriditlarni nechi yoshdan berilishigi haqida ham keyin kartani abarotiga ham beradimi shular haqida malumot kerak,0
,Plaskigm bloka tushp kaldi shuni ashipberishigzni sorayman,0
,Шунда жайда илавасига крайнми,0
,"Мани кредитим бойича малумот беринг илтимос,Бу ой толашими керемасми чуномайоман",0
,Погашение по графику боссам следующая оплата 10 месяц дивотти,0
,"менде виза картам бор еди,ишламаяпитда",0
,"shuni qanaqa kilamiz,aytip yobarsizmi",0
,nobiy pin kodni ozim koyamaimi,0
,manga olista shu filial,0
,pin kodni ozim koyamaimi,0
,"Salom Xonzoda, meni virtual kartamga sms habarnoma ochishimda yordamingiz kerak.",0
,"1 kun oldin ariza bergandim,Tezda chiqdi",0
,"Joyda ilovasi orqali, mikroqarz omoqchi edim",0
,"Tahminan qancha vaqtda kredit javobi keladi, aytolasizmi?",0
,"Birinchi bo'lib ish haqi kartamni kiritdim, virtual kartani kiritsam ''ne dostup'' deyilayapti",0
,"Ish xaqi kartam universal bankniki,Virtual karta ochdim, o'zimni humo kartam bor, yana nima qilish kerak",0
,"Xuma uzcardga virtual karta ochishni iloji yo'qku, ilovada faqat mastercard chiqayapti",0
,Karta raqamim oy sana korsatadigon joyi ocib ketgan shuni bilmocshiman,0
,Nma qiliy hoz,0
,"Ассалому алейкум, хумо картам эски номеримга уланган шу картами янги ракамимга улаб бера оласизми",0
,"Kartam blokdan ochish kerak,Kodi esmdan chiqibdi",0
,Identfiktsiadan otsam blokdan chqarsam boladimi,0
,"Kridit ololmayapman,Onlayn rasmiylashtirip bolmayapti",0
,"Menda sqb bank unionpay kartasi bor,Oʻshani joyda ilovasiga ulay olmayapman",0
,Karta meni nomimdan boʻlishi kerakmi?,0
,Oʻzim Identifikatsiyadan oʻtganman lekin karta meni nomimdan emas,1
,"Bugun bankda dollar almashlasa bulami,Dam olishmi yoki",0
,Смс келадиган номерами алмаштимокчиман,0
,Onlayin mekiraqarz olmoqchiman,0
,Vertuval karta olishim kerak,0
,Qanday ariza bersa buladi,0
,Bediyo qilib tashlolasizmi,0
,Bir savolim bor ho‘jeyinim Sqb kreditnaya karta olishgan 30 milyo‘n hammasini yechkizishdi endi oylik to‘lov 3 238 ming chiqdi,0
,1 oyda hammasini yechirgan bo‘lsa shunaqa bo‘ladimi,0
,Endi keyingi oy qanday bo‘ladi kamayadimi,0
,Mikroqarz olsang misol 30 milyo‘n 3 yilga 1 yarim milyondan oshiq summa to‘lanadiku,0
,Ha kredit kartani hamma pulini birdaniga olib bo‘lmas ekanda unda,0
,Tel orqali boglanadimi,1
,Kiridit xaqida soramoqchidim,1
,Iloji bosa tel qilin tushuntiraman,1
,Yoki tel nomer berin ozim qilaman,1
,"Kartaga bolgan tuwumni qayerdan ekanligini qandey aniqlasam boladi,Kimdan tuwganini bilolmayapman",0
,Kartam ozsanoatquriliw bankdanku aniqlawni iloji yoqmi,0
,Yoq rahmat klik ilovasi orqali ham aniqlay olmadim,0
,Пластик блокка тушип калди,0
,"Assalomu alaykum, chet elga pul o'tkizmoqchi edim, lkn o'tkizolmadim",0
,Manda visa bor lkn xalqaro o'tkazmalarga registratsiya qilinmagan deyapti.,0
,"Yaqinda ishxonadan berishdi, oylik visa karta",0
,qancha vaqt ketadi?,0
,chat orqalimi?yoki tel qilasizlarmi?,0
,qanaqa limit haqida gap ketyapti tushunmadim.,0
,Savolim shuki mikrokredit ovotganimda straxovkaga pul olishdi? Shuni bilmoqchi edim,0
,Nima sababdan ushalganin bilmoqchi edim man uchun foydasi bormi? Oldindan raxmat,0
,Tel raqamimga ulangan kartamni òchirmoqchiman,0
,Bankamatdan òchirsa ham bòladimi,0
,Assalomu alaykum Kredit olib boʻmayapti,0
,Men Joyda ilovasidan kredit olgandim virtual karta ochib,0
,Shu kartaga pulni otkazib bermadi lekin kreditga % xisoblanyapti,0
,MyID tizimida royxatdan otdim,0
,Qachon kartamga tushadi kredit mablagi,0
,Men olmagan kreditimga foiz tolayapman bekordan,0
,Kredit ajratilmasa vaqtni olmasdan otkaz qilib yuboring,0
,Siz b.n telefon orqali qanday suxbatlashsam boladi,0
,Plastik qulflanib qoldi ochib bering,0
,Kok yozuvni ustiga bossam Pin kodni kiriting deyapti,0
,Yoq unday bolmayapti. Joyida ilovasiga kirib ketib qolyapti,0
,Kechirasiz video skrin qilishni bilmayman qizim. Skrinshot qildim.,0
,Royhatdan ottim. Plastigim ochildimi endi,0
,Qabul qildi shekili koringchi,0
,Raxmat kattaxon qizim. Qilgan mehnatlarizni rohatini koring. Baraka toping,0
,Amerika master cardga pul utmayapti,0
,Qanday oddiy rasm scren tashadimku,0
,meni plastik raqamim telefon raqamimga ulangan lekin pul tushsa sms kemayapti?,0
,kirdim hech narsa bolmadiku,0
,"Kredit olgandik,Tolovi 1 chi sanada edi,Lekn plastikdan ushlab qolmabdi,Кориб бера оласзми",0
,Кориб бера оласзми,0
,Joyda ilovasidan kredit omoqchidim shunga chunmaybman,0
,Limitka qarab kredit beradimi i nmalar kerak boladi onlayn olsa boladimi,0
,Ozimni kartamga tashatsam bomidimi aka,0
,Жойда платформасида мастеркард виртуал карта ракамини олиб биляпман. Карта ракамини юбориш тугмаси ишламаяпти,0
,"Йозув чикмаяпти. Смс оркали юборилади деган йозив чикиши керак, лекин йозув чикмаяпти, смс хам келмаяпти.",0
,Хумо карта коди келди. Хумода муаммо йок.,0
,Паспорт сериями бирон малумотиини сизга йозсам мастеркард карта ракамини юбориб биласизми?,0
,Karta ochgan nomerim o'chgan boshqa nomerga onlayn tarzda ulansam bo'ladimi,0
,Bankka bormasdan kartamni boshqa nomerga ulasam bo'ladimi,0
,virtual kartamni malumotini olib bolmayabti,0
,7-8 oy oldin sim kartamni almashtirgan edim. Uzcard plastik kartamni bankomat orqali sim kartamni ulaganman. Humo plastik kartamni yangi telefon raqamimga ulamoqchiman,0
,Shunga yordam berishingizni soʻrayman,0
,"Menga yordamiz kerak edi, parolim esdan chiqib qolgandi, ""parol esimda yo'q"" ni bossam kod kelyabdi avtomatik chiqib ketib, kod xato deyabdi. Parolimni aytib bera olasizmi?",0
,Мани хисоб ракамим качон бизнинг идорага юборилади,0
,Аванс тушиши керак еди тушгани йок бизнинг бугалтер айтди мани хисоб ракамим йок екан хали,0
,30 август куни аванс туширилиши керак еди лекин тушмади идорамиздаги бугалтер айтдики хали Мани карта ракамим уларда йок екан,0
,Канча вакт кутиш керак,0
,19308839 мен шу кредитга кафил едим откан ои толаганимга чек шикмаияпти откан ои толагандим,0
,Жоида дан толагандим шуни Бир корип берсангиз козир Яна толадим график боича толаяпман лекин график пулидан ошир кеткан 60 мынгнан коп кариз график тан коп пул шигип турипти,0
,Sms xabarnoma yoqib bering,0
,Ilova urnatigan sms xabarnoma qayeridan yoqiladi ilovaga tushunmadim,0
,Kechirasiz kartaga ulangan nomerim ochb ketdi shunga yangi nomermni kirita olmayabman nima qilsam boladi?,0
,Qanday qilib kredit olsam bo'ladi,0
,Virtual karta ochish kerakmi nima qilish kerak,0
,ta`lim krediti ochildimi,0
,Platformada muammo bor,0
,Nma qilish kerek,0
,Assalomu alaykum kartaga ulangan raqamimni ózgartirmoqchiman,0
,Salom mening nomimda kredit mavjud va hozirda tolanmagan qarzdorlik summasini bilmoqchi edim,0
,"Identifikatsiyadan otganman,Keyin",0
,"Men joyda ilovasidan vertual master carta ochkan edim oshanga pul oqtizmoqchiman lekin karta malumotlarimga krirb karta raqamimni koray desam karta topilmadi dep chiqvoti,osha yangi ochkan karta raqamimni bilib bering yoky menga korinadoga qilib bering",0
,5$ deposit qaytishi kerak emasmidi,0
,hozir men pul othazdim lekin 5$ menga hisobimga qaytgani yoq,0
,brinchi karta ochganda ham deposit olgan,0
,Sms xabarnoma yoqib bering,0
,9860020108761865 ушбу карта ракамим блок холатига келтирилган,0
,Шуни блок холатидан илтимос чикариб беринг,0
,"Plastk karta nomerga ulangandi nomer ochib ketgan,Shuni boshqa nomerga ulab boladimi",0
,Lekin clikga ulangan karta,0
,"Biror marta tasdiqlamayapti, bir yildan buyon ariza beraman",0
,"Oldin bankimiz Universalbank edi, bahorda bankimiz o'zgardi, Ipoteka bank bo'ldi lekin. Universalbank kartasini 2018 yilda olganman",0
,Boshqa banklarda ko'rinyapti va boshqa banklar kredit va kredit karta beryaptiyu hech qanday muammosiz. Nega sizlarda ko'rinmayapti?,0
,Demak kredit tarixim salbiyligi sababli bermayaptimi?,0
,Oldin kredit tarixim yomonligi uchun bermasdi. Keyin kam kam kredit olib tez tez yopib berib reytingimi oshirdim. 500 ballik reytingda 300 balldan oshdi. Shuni masalan 400 balldan oshirsam sizlar kredit karta berasizlarmi yo sizlarning banklaring tomonidan menga cheklov bormi?,0
,"Demak, aynan sizlarning banklaring tomonidan hech qanday 2026 yil yanvar oyigacha menga cheklov yo'q a?",0
,Kridet olmaqshiman SQB plastic bolish shartmi,0
,Joyda ilova orqali olishim kerakmi,0
,plastik kartani bulokdan chiqormoqchiman,0
,"Savolim bor edi Kredit tolovini oldindan tolov qildim Lekin manga tolov qilingan sms kelmadi,Va shu oy uchun toliq qolov qildim 
 Lekin foiz yozilgan qarz deb",0
,"Yoq muddati dan avval toladim oylik tolovini ortig'i bilan lekin oynada hisoblangan foiz yozilgan,Va tolov qilganimda menga sms kelmadi tolov qilindi degan",0
,Menga uni pay plastik karta olmoqchi edim onlayn,0
,Unionpay plastik karta olmoqchi edim shu xaqida menga malumot bersangiz iltimos,0
,"Assalomu alaykum men Uzcard kartamdan Visa kartamga pul oʻtkaza olmayabman,Soʻm emas Aqsh dollorida",0
,Unga qanday kiriladi???,0
,Shu uchun murojaat qilayapman ishlamayaptii,0
,Shunaqa yozuv chiqvotti,0
,"Nega roʻyxattan oʻtvommanku,Anchadan beri oʻtkazolmayapman,Pulimni,Nimaga unday boʻlyaptiii,Iltimos turgan beriyla",0
,Картам блокланиб колган. Шуни хал килишга ердам беринг !,0
,Паспортимни асл нусхасини телеграмм оркали сизга юборсам хал килиб беролмайсизларми ?,0
,Kriditim bor bulsa shu bankdan yana olsam buladimi,0
,Online olmoqchi bulsam qanaqadir pul yechib olinmaydimi kartamdan,0
,"Sug'urta polisi ekan,Olinmaydimi",0
,Kredit olganman shuni tulovi qancha qoldi,0
,"Jarimaga kecha tulov qiludim,Usha jarima yopilmapdi",0
,Joyda ilovasiga qandi boğlanamiz,0
,Пластик картамни кодини алиштирмокчиман ва телефон ракамимга богламокчиман,0
,"Ariza yozolmayabman onlayn kridit omoqchi edim,Nma qilsa boladi",0
,Umuman javob bermayapsizla,0
,Men humoq kartamni boshqa nomerga ulamoqchiman,0
,Men joyda ilovasiga visa kartam ulanmayapti,0
,"қунғироқ орқалик тушинтирсам бўладими,ёзма равишта тушинтиришим муракабров",0
,Ассаломуаликум менинг вертуал карта бор эди смс га кушилмаган дияпти уни Канада килиб кушаман картам реквизтларини қандай олсам булали,0
,Менга кредит берадими микрокарз шуни куриб беринг,0
,ипотека кредит буйича маълумот беринг,1
,Жойда приложениясидаги омонат йечиб олувдим 1500000 кам берди,0
,Men vertuval kartani ishlata olmaysbman,0
,"Kridit olmoqchi edim qaysi kartani qoshay,Vertual kartami yoki ozimni oylik kartammi",0
,"Assalomalaykum men sqb kartamdan noto'g'ri kartaga pul o'tlazib qo'ydim, iltimos transaksiyani orqaga qaytarib bering tiltimos",0
,Ozi trakzaksiyani qaytarish mumkinmi,1
,"Микрозайм олнанман,Лекин иловада манда тулик сумма курсатмаябди",0
,Илова да техник ишлари йукми,1
,"Толик куриб Бера оласизми,Канча Коган",0
,"8 миллион олдиндан Толов киганидим шу курсатилмаябди,Яни суммасидан камаймаган",0
,Йоки иловада канакадир чеклов борми,0
,"Plastik kartam bloklanib qoldi,Humo karta",0
,Кредит олгандим ойлик толови хакида малумот керак еди,0
,Неча ой толаш кераклигни корсатмайапти,0
,2400000 толашим керак еди лекин 2900000 толашингиз керак деган есемес келди,0
,Бу хакида ким билан гаплашиш керак,0
,Менга аператр раками керак,0
,Хумо вертуал картаси га смс хабарномасини урнатмокчи эдим,0
